"ID";"Nazwa";"Adresy URL zdjęcia (x,y,z...)";"Opis";"Cecha(Nazwa:Wartość:Pozycja:Indywidualne)";"Cena zawiera podatek. (brutto)";"ID reguły podatku";"Kategorie (x,y,z...)";"Marka";"Indeks #";"Podsumowanie";"Ilość"
"460";"Lampa Wisząca Pojedyncza Kolorowa Pająk Abażur";"https://light-home.pl/9877-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9874-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9875-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9876-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9878-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9879-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9880-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9881-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9882-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9883-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9884-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9885-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9886-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9890-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9888-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9889-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,https://light-home.pl/9887-thickbox_default/lampa-wiszaca-pojedyncza-kolorowa-pajak-abazur.jpg,";"<p>Aranżację inspirowaną stylem futurystycznym lub nowoczesnym, doskonale uzupełni <a href=""https://light-home.pl/25-lampy-wiszace-z-abazurami"" title=""lampa wisząca z abażurem"">lampa wisząca z abażurem</a>. Neonowe barwy, które kontrastują z jasnymi bądź ciemnymi meblami to niemalże definicja stylu nowoczesnego.<strong> <a href=""https://light-home.pl/21-lampy-wiszace"" title=""Lampa wisząca"">Lampa wisząca</a></strong> ma nowoczesny wydźwięk, zaakcentowany przez abażur w wyrazistym kolorze.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Materiały wykonania:Abażur z materiału:2,Kolor:Czarny / Zielony / Granatowy / Szary / Jasnoszary / Biały / Różowy / Wrzosowy / Błękitny / Żółty:3,Kolor linki:Biała/ czarna:4,Wymiary:Wysokość max. 200 cm:5,Wymiary Klosza:Średnica 35 cm / wysokość 20 cm:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Rodzaj gwintu:żarówka gwint E27:8,Oprawka:E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Abażur materiał:11,Styl:Klasyczny:12,Kształt abażura:Okrągły:13,Ilość źródeł światła:1 źródło:14,Regulacja wysokości:Tak:15,";"99,00 zł";"1";"36";"";"";"";"10"
"461";"Kolorowa Lampa Wisząca Pająk z Abażurami";"https://light-home.pl/9891-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9892-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9893-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9894-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9895-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9896-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9897-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9898-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9899-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9900-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9901-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9902-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9903-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9904-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9905-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,https://light-home.pl/9906-thickbox_default/kolorowa-lampa-wiszaca-pajak-z-abazurami.jpg,";"<p>Industrialny wygląd surowo wykończonych kabli i prostych form został zamknięty w pozornie prostej <a href=""https://light-home.pl/21-lampy-wiszace"">lampie wiszącej</a>. Nie lada zaletą oświetlenia jest mnogość kolorów, które mamy do wyboru.<br><br/></br></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Abażur z materiału:2,Kolory konstrukcji:Biały:3,Kolory konstrukcji:Czarny:4,Kolor:Zielony:5,Kolor:Czarny:6,Kolor:Błękitny:7,Kolor:Szary:8,Kolor:Jasnoszary:9,Kolor:Granatowy:10,Kolor:Wrzosowy:11,Kolor:Biały:12,Kolor:Żółty:13,Kolor:Różowy:14,Wymiary:Wysokość max. 200 cm:15,Wymiary Klosza:Średnica 35 cm / wysokość 20 cm:16,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:17,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:18,Rodzaj gwintu:żarówka gwint E27:19,Oprawka:E27:20,Gwarancja:24 miesiące:21,Rodzaj klosza:Abażur materiał:22,Styl:Klasyczny:23,Kształt abażura:Okrągły:24,Ilość źródeł światła:2 źródła:25,Regulacja wysokości:Tak:26,";"159,00 zł";"1";"33";"";"";"";"10"
"462";"Lampa Wisząca Loft Ze Złotym Kloszem Metal";"https://light-home.pl/9908-thickbox_default/lampa-wiszaca-loft-ze-zlotym-kloszem-metal.jpg,https://light-home.pl/9907-thickbox_default/lampa-wiszaca-loft-ze-zlotym-kloszem-metal.jpg,https://light-home.pl/9914-thickbox_default/lampa-wiszaca-loft-ze-zlotym-kloszem-metal.jpg,https://light-home.pl/9915-thickbox_default/lampa-wiszaca-loft-ze-zlotym-kloszem-metal.jpg,https://light-home.pl/9911-thickbox_default/lampa-wiszaca-loft-ze-zlotym-kloszem-metal.jpg,https://light-home.pl/9913-thickbox_default/lampa-wiszaca-loft-ze-zlotym-kloszem-metal.jpg,";"<p><a href=""https://light-home.pl/21-lampy-wiszace"">Lampa wisząca</a> idealnie uzupełnia każdą nowoczesną aranżację wnętrz nadając jej wyrazistego charakteru. Stylowy, metalowy klosz dodaje szyku i ekspresji każdemu pomieszczeniu. <a href=""https://light-home.pl/22-lampy-wiszace-nowoczesne"" title=""nowoczesna lampa wisząca"">Lampa wisząca nowoczesna</a> to dobre wykończenie nie tylko dla stylu loftowego.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolory konstrukcji:Czarny:2,Kolor:Złoty:3,Wymiary:Wysokość całkowita 87/5 cm - możliwość regulacji / szerokość 18 cm:4,Wymiary Klosza:Wysokość 17/5 cm / szerokość 18 cm:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Oprawka:E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metal malowany proszkowo:11,Styl:Nowoczesny:12,Styl:Loft:13,Kształt abażura:Diament:14,Ilość źródeł światła:1 źródło:15,Regulacja wysokości:Tak:16,";"59,00 zł";"1";"35";"Light Home ";"SANTOS 2213/1";"SANTOS 2213/1";"10"
"463";"Lampa Wisząca Loft na Listwie Złote Klosze";"https://light-home.pl/9925-thickbox_default/lampa-wiszaca-loft-na-listwie-zlote-klosze.jpg,https://light-home.pl/9926-thickbox_default/lampa-wiszaca-loft-na-listwie-zlote-klosze.jpg,https://light-home.pl/9929-thickbox_default/lampa-wiszaca-loft-na-listwie-zlote-klosze.jpg,https://light-home.pl/9930-thickbox_default/lampa-wiszaca-loft-na-listwie-zlote-klosze.jpg,https://light-home.pl/9927-thickbox_default/lampa-wiszaca-loft-na-listwie-zlote-klosze.jpg,https://light-home.pl/9928-thickbox_default/lampa-wiszaca-loft-na-listwie-zlote-klosze.jpg,";"<p>Coraz częściej szukając wystroju do nowoczesnych pomieszczeń wybierana jest lampa w stylu loftowym bądź minimalistycznym.Prezetnowane oświetlenie, dzięki metalowemu kloszowi świetnie wyeksponuje ozdobne żarówki, a także rozjaśni każde większe pomieszczenie. Niepowtarzalny design nada wyjątkowego klimatu w Twoim domu.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolory konstrukcji:Czarny:2,Kolor:Złoty:3,Wymiary:Wysokość całkowita 87/5 cm - możliwość regulacji / szerokość 72 cm:4,Wymiary Klosza:Wysokość 17/5 cm / szerokość 18 cm:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Oprawka:E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metal malowany proszkowo:11,Styl:Nowoczesny:12,Styl:Loft:13,Kształt abażura:Diament:14,Ilość źródeł światła:3 źródła:15,Regulacja wysokości:Tak:16,";"139,00 zł";"1";"51";"Light Home ";"SANTOS 2214/3";"SANTOS 2214/3";"10"
"464";"Industrialna Lampa Wisząca Metalowa ze Złotymi Kloszami";"https://light-home.pl/9931-thickbox_default/industrialna-lampa-wiszaca-metalowa-ze-zlotymi-kloszami.jpg,https://light-home.pl/9932-thickbox_default/industrialna-lampa-wiszaca-metalowa-ze-zlotymi-kloszami.jpg,https://light-home.pl/9935-thickbox_default/industrialna-lampa-wiszaca-metalowa-ze-zlotymi-kloszami.jpg,https://light-home.pl/9936-thickbox_default/industrialna-lampa-wiszaca-metalowa-ze-zlotymi-kloszami.jpg,https://light-home.pl/9933-thickbox_default/industrialna-lampa-wiszaca-metalowa-ze-zlotymi-kloszami.jpg,https://light-home.pl/9934-thickbox_default/industrialna-lampa-wiszaca-metalowa-ze-zlotymi-kloszami.jpg,";"<p>Prezentowana <a href=""https://light-home.pl/21-lampy-wiszace"" title=""lampa wisząca"">lampa wisząca</a> to połączenie chłodnego loftowego stylu z nowoczesnością. Złoty klosz spełnia nie tylko funkcję praktyczną, lecz stanowi także idealną ozdobę do każdego pomieszczenia. <a href=""https://light-home.pl/84-zrodla-swiatla"" title=""źródło światła"">Źródło światła</a> jest subtelne, ale wyróżnia się niepowtarzalną formą.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolory konstrukcji:Czarny:2,Kolor:Złoty:3,Wymiary:Wysokość całkowita 87/5 cm - możliwość regulacji / szerokość 52 cm:4,Wymiary Klosza:Wysokość 17/5 cm / szerokość 18 cm:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Oprawka:E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metal malowany proszkowo:11,Styl:Nowoczesny:12,Styl:Loft:13,Kształt abażura:Diament:14,Ilość źródeł światła:2 źródła:15,Regulacja wysokości:Tak:16,";"109,00 zł";"1";"51";"Light Home ";"SANTOS 2214/2";"SANTOS 2214/2";"10"
"465";"Lampa Sufitowa Metalowa Loft ze Złotymi Kloszami";"https://light-home.pl/9937-thickbox_default/lampa-sufitowa-metalowa-loft-ze-zlotymi-kloszami.jpg,https://light-home.pl/9938-thickbox_default/lampa-sufitowa-metalowa-loft-ze-zlotymi-kloszami.jpg,https://light-home.pl/9941-thickbox_default/lampa-sufitowa-metalowa-loft-ze-zlotymi-kloszami.jpg,https://light-home.pl/9942-thickbox_default/lampa-sufitowa-metalowa-loft-ze-zlotymi-kloszami.jpg,https://light-home.pl/9939-thickbox_default/lampa-sufitowa-metalowa-loft-ze-zlotymi-kloszami.jpg,https://light-home.pl/9940-thickbox_default/lampa-sufitowa-metalowa-loft-ze-zlotymi-kloszami.jpg,";"<p><a href=""https://light-home.pl/53-lampy-sufitowe"" title=""lampa sufitowa"">Lampę sufitową</a> w stylu loft wyróżnia oryginalny design, który ozdobi i rozjaśni każde wnętrze. Metalowe klosze w złotym kolorze to połączenie minimalizmu i wyjątkowości.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolory konstrukcji:Czarny:2,Kolor:Złoty:3,Wymiary:Wysokość całkowita 35/5 cm / szerokość 40 cm:4,Wymiary Klosza:Wysokość 17/5 cm / szerokość 18 cm:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Oprawka:E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metal malowany proszkowo:11,Styl:Nowoczesny:12,Styl:Loft:13,Kształt abażura:Diament:14,Ilość źródeł światła:3 źródła:15,";"139,00 zł";"1";"10";"Light Home ";"SANTOS 2213/3/OP";"SANTOS 2213/3/OP";"10"
"466";"Lampa Wisząca Loft Regulowana ze Złotymi Kloszami";"https://light-home.pl/9943-thickbox_default/lampa-wiszaca-loft-regulowana-ze-zlotymi-kloszami.jpg,https://light-home.pl/9944-thickbox_default/lampa-wiszaca-loft-regulowana-ze-zlotymi-kloszami.jpg,https://light-home.pl/9947-thickbox_default/lampa-wiszaca-loft-regulowana-ze-zlotymi-kloszami.jpg,https://light-home.pl/9948-thickbox_default/lampa-wiszaca-loft-regulowana-ze-zlotymi-kloszami.jpg,https://light-home.pl/9945-thickbox_default/lampa-wiszaca-loft-regulowana-ze-zlotymi-kloszami.jpg,https://light-home.pl/9946-thickbox_default/lampa-wiszaca-loft-regulowana-ze-zlotymi-kloszami.jpg,";"<p>Postaw na nowoczesne i oryginalne oświetlenie w swoim mieszkaniu. Niepowtarzalna forma naszej <a href=""https://light-home.pl/21-lampy-wiszace"" title=""lampa wisząca"">lampy wiszącej</a> zapewnia odpowiednie oświetlenie nawet dużego pomieszczenia oraz wyjątkowy styl.<br><br/></br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolory konstrukcji:Czarny:2,Kolor:Złoty:3,Wymiary:Wysokość całkowita 87/5 cm - możliwość regulacji / szerokość 42 cm:4,Wymiary Klosza:Wysokość 17/5 cm / szerokość 18 cm:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Oprawka:E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metal malowany proszkowo:11,Styl:Nowoczesny:12,Styl:Loft:13,Kształt abażura:Diament:14,Ilość źródeł światła:3 źródła:15,Regulacja wysokości:Tak:16,";"139,00 zł";"1";"3";"Light Home ";"SANTOS 2213/3/OW";"SANTOS 2213/3/OW";"10"
"467";"Lampa Wisząca Szklana Regulowana LED";"https://light-home.pl/9949-thickbox_default/lampa-wiszaca-szklana-regulowana-led.jpg,https://light-home.pl/9953-thickbox_default/lampa-wiszaca-szklana-regulowana-led.jpg,https://light-home.pl/9950-thickbox_default/lampa-wiszaca-szklana-regulowana-led.jpg,https://light-home.pl/9954-thickbox_default/lampa-wiszaca-szklana-regulowana-led.jpg,https://light-home.pl/9955-thickbox_default/lampa-wiszaca-szklana-regulowana-led.jpg,https://light-home.pl/9952-thickbox_default/lampa-wiszaca-szklana-regulowana-led.jpg,https://light-home.pl/9951-thickbox_default/lampa-wiszaca-szklana-regulowana-led.jpg,";"<p>Jeżeli jesteś fanem klasyki połączonej z nutką nowoczesności, to ta <a href=""https://light-home.pl/21-lampy-wiszace"" title=""lampa wisząca"">lampa wisząca</a> spełni Twoje oczekiwania. Klasyczne, szklane klosze wykonane w niepowtarzalnym stylu dodadzą Twoim wnętrzom wyjątkowości. 3-płomienna lampa doskonale sprawdzi się jako główny dystrybutor oświetlenia w pomieszczeniu.<br><br/></br></p>";"Materiały wykonania:Metal/ szkło:1,Kolory konstrukcji:Czarny:2,Wymiary:Wysokość całkowita 86 cm - możliwość regulacji / szerokość 38 cm:3,Wymiary Klosza:Średnica 15 cm / wysokość 16 cm:4,Kolor szkła:Przeźroczysty:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Oprawka:E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Szklany:11,Styl:Nowoczesny:12,Ilość źródeł światła:3 źródła:13,Regulacja wysokości:Tak:14,";"149,00 zł";"1";"30";"Light Home ";"HOLDI 2202/3/OW";"HOLDI 2202/3/OW";"10"
"468";"Elegancka Lampa Wisząca ze Szklanymi Złotymi Kloszami";"https://light-home.pl/9956-thickbox_default/elegancka-lampa-wiszaca-ze-szklanymi-zlotymi-kloszami.jpg,https://light-home.pl/9961-thickbox_default/elegancka-lampa-wiszaca-ze-szklanymi-zlotymi-kloszami.jpg,https://light-home.pl/9962-thickbox_default/elegancka-lampa-wiszaca-ze-szklanymi-zlotymi-kloszami.jpg,https://light-home.pl/9960-thickbox_default/elegancka-lampa-wiszaca-ze-szklanymi-zlotymi-kloszami.jpg,https://light-home.pl/9959-thickbox_default/elegancka-lampa-wiszaca-ze-szklanymi-zlotymi-kloszami.jpg,https://light-home.pl/9957-thickbox_default/elegancka-lampa-wiszaca-ze-szklanymi-zlotymi-kloszami.jpg,https://light-home.pl/9958-thickbox_default/elegancka-lampa-wiszaca-ze-szklanymi-zlotymi-kloszami.jpg,";"<p>Prezentowana <a href=""https://light-home.pl/21-lampy-wiszace"" title=""lampa wisząca"">lampa wisząca</a> nada Twojemu wnętrzu szyku i elegancji. Promienie światła przebijające przez złote szkło stworzą przytulną atmosferę idealną na jesienne wieczory. Połączenie szkła i czarnego metalu sprawdzi się doskonale jako dopełnienie nowoczesnych pomieszczeń, wypełniając je odrobiną luksusu.&lt;<br><br/></br></p>";"Materiały wykonania:Szkło:1,Materiały wykonania:Metal malowany proszkowo:2,Kolory konstrukcji:Czarny:3,Kolor:Złoty:4,Wymiary:Wysokość całkowita 86 cm - możliwość regulacji / szerokość 38 cm:5,Wymiary Klosza:Wysokość 16 cm / szerokość 14 cm:6,Kolor szkła:Przeźroczysty:7,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:8,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Oprawka:E27:11,Gwarancja:24 miesiące:12,Rodzaj klosza:Szklany:13,Styl:Nowoczesny:14,Ilość źródeł światła:3 źródła:15,Regulacja wysokości:Tak:16,";"149,00 zł";"1";"30";"Light Home ";"HOLDI 2203/3/OW/Z";"HOLDI 2203/3/OW/Z";"10"
"469";"Nowoczesna Lampa Wisząca ze Szklanymi Kloszami Regulowana";"https://light-home.pl/9963-thickbox_default/nowoczesna-lampa-wiszaca-ze-szklanymi-kloszami-regulowana.jpg,https://light-home.pl/9969-thickbox_default/nowoczesna-lampa-wiszaca-ze-szklanymi-kloszami-regulowana.jpg,https://light-home.pl/9965-thickbox_default/nowoczesna-lampa-wiszaca-ze-szklanymi-kloszami-regulowana.jpg,https://light-home.pl/9967-thickbox_default/nowoczesna-lampa-wiszaca-ze-szklanymi-kloszami-regulowana.jpg,https://light-home.pl/9964-thickbox_default/nowoczesna-lampa-wiszaca-ze-szklanymi-kloszami-regulowana.jpg,https://light-home.pl/9966-thickbox_default/nowoczesna-lampa-wiszaca-ze-szklanymi-kloszami-regulowana.jpg,https://light-home.pl/9968-thickbox_default/nowoczesna-lampa-wiszaca-ze-szklanymi-kloszami-regulowana.jpg,";"<p>Aranżacja nowoczesnych wnętrz jest stosunkowo prosta, jeżeli zabierzemy się za to w odpowiedni sposób. <a href=""https://light-home.pl/22-lampy-wiszace-nowoczesne"" title=""nowoczesne lampy wiszące"">Lampa wisząca nowoczesna</a> dopełni każde wnętrze dodając mu blasku. Oświetlenie komponuje się zarówno ze stylem nowoczesnym jak i klasycznym.<br><br/></br></p>";"Materiały wykonania:Szkło:1,Materiały wykonania:Metal malowany proszkowo:2,Kolory konstrukcji:Czarny:3,Kolor:Chrom:4,Wymiary:Wysokość całkowita 86 cm - możliwość regulacji / szerokość 38 cm:5,Wymiary Klosza:Wysokość 16 cm / szerokość 14 cm:6,Kolor szkła:Przeźroczysty:7,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:8,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:9,Oprawka:E27:10,Gwarancja:24 miesiące:11,Rodzaj klosza:Szklany:12,Styl:Nowoczesny:13,Ilość źródeł światła:3 źródła:14,Regulacja wysokości:Tak:15,";"149,00 zł";"1";"48";"Light Home ";"HOLDI 2203/3/OW";"HOLDI 2203/3/OW";"10"
"470";"Lampa Wisząca Nowoczesna Szklane Złote Klosze";"https://light-home.pl/9972-thickbox_default/lampa-wiszaca-nowoczesna-szklane-zlote-klosze.jpg,https://light-home.pl/9975-thickbox_default/lampa-wiszaca-nowoczesna-szklane-zlote-klosze.jpg,https://light-home.pl/9974-thickbox_default/lampa-wiszaca-nowoczesna-szklane-zlote-klosze.jpg,https://light-home.pl/9970-thickbox_default/lampa-wiszaca-nowoczesna-szklane-zlote-klosze.jpg,https://light-home.pl/9971-thickbox_default/lampa-wiszaca-nowoczesna-szklane-zlote-klosze.jpg,https://light-home.pl/9973-thickbox_default/lampa-wiszaca-nowoczesna-szklane-zlote-klosze.jpg,https://light-home.pl/9976-thickbox_default/lampa-wiszaca-nowoczesna-szklane-zlote-klosze.jpg,";"<p>Szyk, elegancja i nowoczesność to słowa, które doskonale opisują prezentowany model oświetlenia. Ponadczasowa, unikalna <a href=""https://light-home.pl/21-lampy-wiszace"" title=""lampy wiszące"">lampa wisząca</a> komponuje się z większością wnętrz, nadając im przyjemny klimat. Koncepcja aranżacji wnętrza z<strong> </strong><a href=""https://light-home.pl/24-lampy-wiszace-ze-szklanymi-kloszami"" title=""lampy wiszące ze szklanymi kloszami"">lampą wiszącą ze szklanymi kloszami</a> nie będzie stanowiła problemu. Idealnie sprawdzi się ona zarówno w klasycznych jaki i nowoczesnych wnętrzach.<br><br/></br></p>";"Materiały wykonania:Szkło:1,Materiały wykonania:Metal malowany proszkowo:2,Kolory konstrukcji:Czarny:3,Kolor:Złoty:4,Wymiary:Wysokość całkowita 86 cm - możliwość regulacji / szerokość 38 cm:5,Wymiary Klosza:Średnica 15 cm / wysokość 16 cm:6,Kolor szkła:Przeźroczysty:7,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:8,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:9,Oprawka:E27:10,Gwarancja:24 miesiące:11,Rodzaj klosza:Szklany:12,Styl:Nowoczesny:13,Ilość źródeł światła:3 źródła:14,Regulacja wysokości:Tak:15,";"149,00 zł";"1";"48";"Light Home ";"HOLDI 2202/3/OW/Z";"HOLDI 2202/3/OW/Z";"10"
"471";"Lampa Wisząca ze Szklanymi Kloszami Regulowana LED";"https://light-home.pl/9982-thickbox_default/lampa-wiszaca-ze-szklanymi-kloszami-regulowana-led.jpg,https://light-home.pl/9980-thickbox_default/lampa-wiszaca-ze-szklanymi-kloszami-regulowana-led.jpg,https://light-home.pl/9983-thickbox_default/lampa-wiszaca-ze-szklanymi-kloszami-regulowana-led.jpg,https://light-home.pl/9979-thickbox_default/lampa-wiszaca-ze-szklanymi-kloszami-regulowana-led.jpg,https://light-home.pl/9981-thickbox_default/lampa-wiszaca-ze-szklanymi-kloszami-regulowana-led.jpg,https://light-home.pl/9977-thickbox_default/lampa-wiszaca-ze-szklanymi-kloszami-regulowana-led.jpg,https://light-home.pl/9978-thickbox_default/lampa-wiszaca-ze-szklanymi-kloszami-regulowana-led.jpg,";"<p>Ta <a href=""https://light-home.pl/21-lampy-wiszace"" title=""lampa wisząca"">lampa wisząc</a>a łączy zwolenników klasycznych stylów i efektownych rozwiązań. Nowoczesne oświetlenie z przezroczystymi kloszami wpasowuje się w każdym typ wnętrza, nie zaburzając równowagi, a jedynie nadając szyku.<br><br/></br></p>";"Materiały wykonania:Szkło:1,Materiały wykonania:Metal malowany proszkowo:2,Kolory konstrukcji:Czarny:3,Kolor:Chrom:4,Wymiary:Wysokość całkowita 86 cm - możliwość regulacji / szerokość 70 cm:5,Wymiary Klosza:Wysokość 16 cm / szerokość 14 cm:6,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:7,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Oprawka:E27:10,Gwarancja:24 miesiące:11,Rodzaj klosza:Szklany:12,Styl:Nowoczesny:13,Ilość źródeł światła:3 źródła:14,Regulacja wysokości:Tak:15,";"149,00 zł";"1";"48";"";"HOLDI 2203/3";"HOLDI 2203/3";"10"
